Histogram,T1:,20.2,T2:,19.1,Bin Width: (ps),500
Histo t1,Histo t2,Difference
94.0,133.0,39.0
103.0,141.0,38.0
93.0,137.0,44.0
99.0,108.0,9.0
97.0,155.0,58.0
88.0,124.0,36.0
109.0,123.0,14.0
86.0,117.0,31.0
112.0,146.0,34.0
85.0,131.0,46.0
109.0,133.0,24.0
101.0,122.0,21.0
107.0,139.0,32.0
92.0,123.0,31.0
109.0,135.0,26.0
100.0,130.0,30.0
99.0,148.0,49.0
95.0,119.0,24.0
84.0,108.0,24.0
98.0,125.0,27.0
115.0,140.0,25.0
119.0,119.0,0.0
101.0,130.0,29.0
104.0,137.0,33.0
98.0,132.0,34.0
102.0,132.0,30.0
125.0,134.0,9.0
83.0,118.0,35.0
95.0,132.0,37.0
108.0,161.0,53.0
83.0,129.0,46.0
109.0,128.0,19.0
108.0,139.0,31.0
105.0,127.0,22.0
113.0,138.0,25.0
98.0,134.0,36.0
84.0,154.0,70.0
110.0,124.0,14.0
95.0,132.0,37.0
82.0,132.0,50.0
86.0,120.0,34.0
94.0,155.0,61.0
96.0,158.0,62.0
98.0,143.0,45.0
87.0,142.0,55.0
96.0,134.0,38.0
102.0,110.0,8.0
91.0,112.0,21.0
88.0,92.0,4.0
86.0,128.0,42.0
113.0,132.0,19.0
100.0,139.0,39.0
78.0,136.0,58.0
104.0,143.0,39.0
121.0,146.0,25.0
94.0,137.0,43.0
97.0,145.0,48.0
97.0,143.0,46.0
117.0,139.0,22.0
95.0,145.0,50.0
104.0,144.0,40.0
107.0,141.0,34.0
114.0,168.0,54.0
95.0,144.0,49.0
94.0,108.0,14.0
93.0,140.0,47.0
92.0,120.0,28.0
116.0,115.0,1.0
101.0,128.0,27.0
98.0,130.0,32.0
93.0,117.0,24.0
97.0,123.0,26.0
88.0,137.0,49.0
108.0,144.0,36.0
98.0,133.0,35.0
94.0,116.0,22.0
87.0,138.0,51.0
78.0,133.0,55.0
103.0,127.0,24.0
103.0,127.0,24.0
94.0,140.0,46.0
115.0,121.0,6.0
112.0,143.0,31.0
86.0,126.0,40.0
103.0,119.0,16.0
91.0,132.0,41.0
109.0,108.0,1.0
101.0,122.0,21.0
110.0,143.0,33.0
96.0,143.0,47.0
97.0,150.0,53.0
111.0,132.0,21.0
111.0,139.0,28.0
85.0,119.0,34.0
90.0,127.0,37.0
96.0,126.0,30.0
106.0,115.0,9.0
88.0,135.0,47.0
97.0,149.0,52.0
83.0,140.0,57.0
103.0,151.0,48.0
85.0,108.0,23.0
100.0,131.0,31.0
91.0,142.0,51.0
95.0,153.0,58.0
104.0,127.0,23.0
100.0,119.0,19.0
97.0,126.0,29.0
97.0,126.0,29.0
98.0,124.0,26.0
105.0,132.0,27.0
98.0,135.0,37.0
89.0,123.0,34.0
87.0,129.0,42.0
91.0,151.0,60.0
96.0,105.0,9.0
107.0,139.0,32.0
90.0,142.0,52.0
110.0,120.0,10.0
92.0,138.0,46.0
93.0,128.0,35.0
118.0,122.0,4.0
96.0,133.0,37.0
96.0,125.0,29.0
107.0,132.0,25.0
92.0,136.0,44.0
83.0,138.0,55.0
90.0,137.0,47.0
91.0,133.0,42.0
95.0,125.0,30.0
92.0,146.0,54.0
101.0,147.0,46.0
100.0,127.0,27.0
97.0,145.0,48.0
90.0,138.0,48.0
102.0,113.0,11.0
101.0,122.0,21.0
109.0,133.0,24.0
91.0,127.0,36.0
124.0,133.0,9.0
109.0,138.0,29.0
88.0,135.0,47.0
98.0,147.0,49.0
121.0,143.0,22.0
78.0,156.0,78.0
109.0,129.0,20.0
95.0,133.0,38.0
114.0,122.0,8.0
96.0,134.0,38.0
101.0,141.0,40.0
106.0,139.0,33.0
89.0,129.0,40.0
99.0,126.0,27.0
99.0,129.0,30.0
101.0,133.0,32.0
84.0,111.0,27.0
101.0,153.0,52.0
93.0,149.0,56.0
114.0,139.0,25.0
99.0,121.0,22.0
103.0,121.0,18.0
106.0,134.0,28.0
89.0,127.0,38.0
102.0,136.0,34.0
90.0,120.0,30.0
95.0,155.0,60.0
95.0,125.0,30.0
81.0,135.0,54.0
97.0,129.0,32.0
119.0,118.0,1.0
78.0,130.0,52.0
99.0,132.0,33.0
107.0,124.0,17.0
94.0,120.0,26.0
106.0,128.0,22.0
103.0,123.0,20.0
117.0,117.0,0.0
104.0,140.0,36.0
93.0,119.0,26.0
94.0,144.0,50.0
103.0,119.0,16.0
112.0,127.0,15.0
91.0,110.0,19.0
92.0,143.0,51.0
99.0,142.0,43.0
109.0,123.0,14.0
104.0,129.0,25.0
106.0,134.0,28.0
91.0,130.0,39.0
118.0,134.0,16.0
94.0,128.0,34.0
110.0,132.0,22.0
97.0,132.0,35.0
101.0,141.0,40.0
89.0,142.0,53.0
113.0,139.0,26.0
100.0,136.0,36.0
97.0,116.0,19.0
77.0,133.0,56.0
118.0,136.0,18.0
91.0,150.0,59.0
106.0,125.0,19.0
105.0,133.0,28.0
93.0,128.0,35.0
104.0,128.0,24.0
98.0,146.0,48.0
94.0,126.0,32.0
90.0,140.0,50.0
96.0,96.0,0.0
106.0,137.0,31.0
99.0,141.0,42.0
100.0,133.0,33.0
99.0,120.0,21.0
95.0,115.0,20.0
97.0,116.0,19.0
92.0,122.0,30.0
98.0,132.0,34.0
93.0,129.0,36.0
91.0,160.0,69.0
85.0,120.0,35.0
93.0,135.0,42.0
98.0,127.0,29.0
98.0,131.0,33.0
103.0,133.0,30.0
90.0,122.0,32.0
86.0,139.0,53.0
94.0,136.0,42.0
96.0,134.0,38.0
103.0,136.0,33.0
88.0,135.0,47.0
97.0,135.0,38.0
111.0,147.0,36.0
106.0,133.0,27.0
102.0,148.0,46.0
103.0,135.0,32.0
104.0,129.0,25.0
85.0,136.0,51.0
97.0,132.0,35.0
100.0,143.0,43.0
105.0,134.0,29.0
119.0,124.0,5.0
99.0,141.0,42.0
98.0,138.0,40.0
94.0,121.0,27.0
113.0,133.0,20.0
92.0,149.0,57.0
100.0,124.0,24.0
109.0,111.0,2.0
92.0,132.0,40.0
96.0,142.0,46.0
96.0,131.0,35.0
99.0,123.0,24.0
89.0,133.0,44.0
107.0,146.0,39.0
88.0,129.0,41.0
95.0,139.0,44.0
86.0,152.0,66.0
90.0,134.0,44.0
99.0,138.0,39.0
105.0,123.0,18.0
97.0,113.0,16.0
91.0,144.0,53.0
108.0,155.0,47.0
110.0,130.0,20.0
86.0,120.0,34.0
109.0,132.0,23.0
99.0,122.0,23.0
107.0,128.0,21.0
113.0,133.0,20.0
100.0,150.0,50.0
90.0,123.0,33.0
110.0,136.0,26.0
102.0,137.0,35.0
82.0,160.0,78.0
110.0,150.0,40.0
109.0,127.0,18.0
96.0,122.0,26.0
96.0,144.0,48.0
102.0,126.0,24.0
95.0,138.0,43.0
94.0,127.0,33.0
107.0,131.0,24.0
98.0,121.0,23.0
101.0,146.0,45.0
99.0,134.0,35.0
94.0,132.0,38.0
95.0,128.0,33.0
104.0,111.0,7.0
105.0,137.0,32.0
114.0,140.0,26.0
98.0,131.0,33.0
86.0,138.0,52.0
97.0,148.0,51.0
96.0,123.0,27.0
117.0,129.0,12.0
87.0,141.0,54.0
102.0,122.0,20.0
113.0,126.0,13.0
92.0,153.0,61.0
91.0,137.0,46.0
111.0,137.0,26.0
105.0,110.0,5.0
101.0,120.0,19.0
107.0,127.0,20.0
94.0,117.0,23.0
98.0,126.0,28.0
96.0,123.0,27.0
111.0,117.0,6.0
106.0,138.0,32.0
118.0,127.0,9.0
122.0,142.0,20.0
101.0,142.0,41.0
94.0,149.0,55.0
92.0,140.0,48.0
95.0,143.0,48.0
106.0,151.0,45.0
101.0,135.0,34.0
106.0,129.0,23.0
112.0,122.0,10.0
83.0,142.0,59.0
100.0,149.0,49.0
97.0,144.0,47.0
107.0,124.0,17.0
95.0,123.0,28.0
91.0,109.0,18.0
121.0,140.0,19.0
89.0,131.0,42.0
92.0,142.0,50.0
97.0,122.0,25.0
99.0,112.0,13.0
105.0,108.0,3.0
121.0,122.0,1.0
89.0,120.0,31.0
108.0,145.0,37.0
100.0,131.0,31.0
94.0,123.0,29.0
121.0,131.0,10.0
89.0,128.0,39.0
112.0,137.0,25.0
99.0,125.0,26.0
105.0,141.0,36.0
117.0,134.0,17.0
95.0,124.0,29.0
102.0,138.0,36.0
89.0,126.0,37.0
105.0,128.0,23.0
100.0,127.0,27.0
108.0,121.0,13.0
102.0,141.0,39.0
104.0,124.0,20.0
113.0,152.0,39.0
108.0,139.0,31.0
96.0,127.0,31.0
110.0,149.0,39.0
107.0,147.0,40.0
112.0,123.0,11.0
95.0,129.0,34.0
93.0,146.0,53.0
115.0,135.0,20.0
87.0,105.0,18.0
105.0,144.0,39.0
105.0,123.0,18.0
84.0,136.0,52.0
94.0,120.0,26.0
95.0,127.0,32.0
99.0,113.0,14.0
102.0,134.0,32.0
85.0,146.0,61.0
113.0,125.0,12.0
98.0,131.0,33.0
94.0,122.0,28.0
119.0,149.0,30.0
101.0,117.0,16.0
89.0,123.0,34.0
104.0,137.0,33.0
98.0,135.0,37.0
103.0,125.0,22.0
95.0,139.0,44.0
88.0,148.0,60.0
75.0,133.0,58.0
98.0,140.0,42.0
86.0,125.0,39.0
92.0,118.0,26.0
87.0,133.0,46.0
97.0,127.0,30.0
94.0,139.0,45.0
97.0,134.0,37.0
95.0,122.0,27.0
96.0,128.0,32.0
111.0,143.0,32.0
90.0,131.0,41.0
87.0,130.0,43.0
103.0,125.0,22.0
93.0,127.0,34.0
101.0,109.0,8.0
101.0,124.0,23.0
102.0,120.0,18.0
106.0,132.0,26.0
97.0,151.0,54.0
90.0,138.0,48.0
86.0,129.0,43.0
102.0,118.0,16.0
95.0,124.0,29.0
99.0,136.0,37.0
105.0,122.0,17.0
87.0,87.0,0.0
107.0,123.0,16.0
107.0,131.0,24.0
81.0,127.0,46.0
106.0,132.0,26.0
106.0,133.0,27.0
97.0,123.0,26.0
105.0,126.0,21.0
103.0,144.0,41.0
102.0,153.0,51.0
94.0,124.0,30.0
106.0,150.0,44.0
84.0,147.0,63.0
94.0,118.0,24.0
101.0,139.0,38.0
105.0,147.0,42.0
82.0,130.0,48.0
98.0,128.0,30.0
101.0,119.0,18.0
83.0,109.0,26.0
93.0,141.0,48.0
99.0,125.0,26.0
101.0,130.0,29.0
124.0,121.0,3.0
94.0,133.0,39.0
114.0,128.0,14.0
95.0,121.0,26.0
103.0,136.0,33.0
103.0,141.0,38.0
106.0,126.0,20.0
106.0,151.0,45.0
89.0,124.0,35.0
86.0,136.0,50.0
108.0,136.0,28.0
113.0,127.0,14.0
113.0,144.0,31.0
113.0,155.0,42.0
92.0,143.0,51.0
109.0,138.0,29.0
114.0,143.0,29.0
89.0,134.0,45.0
99.0,139.0,40.0
85.0,129.0,44.0
75.0,154.0,79.0
95.0,142.0,47.0
101.0,130.0,29.0
94.0,149.0,55.0
97.0,131.0,34.0
87.0,142.0,55.0
84.0,121.0,37.0
88.0,127.0,39.0
86.0,123.0,37.0
113.0,123.0,10.0
121.0,110.0,11.0
103.0,125.0,22.0
100.0,141.0,41.0
107.0,130.0,23.0
109.0,134.0,25.0
104.0,149.0,45.0
109.0,128.0,19.0
109.0,134.0,25.0
104.0,113.0,9.0
100.0,127.0,27.0
96.0,122.0,26.0
103.0,136.0,33.0
85.0,129.0,44.0
90.0,121.0,31.0
109.0,144.0,35.0
111.0,124.0,13.0
83.0,148.0,65.0
101.0,142.0,41.0
91.0,143.0,52.0
100.0,134.0,34.0
92.0,147.0,55.0
81.0,121.0,40.0
115.0,138.0,23.0
92.0,144.0,52.0
110.0,127.0,17.0
90.0,122.0,32.0
85.0,138.0,53.0
95.0,116.0,21.0
97.0,119.0,22.0
96.0,133.0,37.0
84.0,130.0,46.0
91.0,111.0,20.0
87.0,133.0,46.0
101.0,140.0,39.0
88.0,143.0,55.0
120.0,147.0,27.0
101.0,122.0,21.0
89.0,133.0,44.0
103.0,128.0,25.0
105.0,113.0,8.0
109.0,130.0,21.0
96.0,118.0,22.0
96.0,134.0,38.0
97.0,130.0,33.0
106.0,144.0,38.0
127.0,132.0,5.0
104.0,138.0,34.0
95.0,121.0,26.0
94.0,141.0,47.0
97.0,129.0,32.0
102.0,126.0,24.0
120.0,124.0,4.0
101.0,126.0,25.0
100.0,132.0,32.0
91.0,136.0,45.0
121.0,139.0,18.0
82.0,144.0,62.0
95.0,121.0,26.0
109.0,130.0,21.0
101.0,129.0,28.0
104.0,158.0,54.0
111.0,154.0,43.0
109.0,125.0,16.0
113.0,150.0,37.0
77.0,102.0,25.0
91.0,160.0,69.0
101.0,148.0,47.0
115.0,128.0,13.0
107.0,136.0,29.0
85.0,141.0,56.0
99.0,120.0,21.0
114.0,115.0,1.0
85.0,151.0,66.0
92.0,148.0,56.0
91.0,146.0,55.0
102.0,132.0,30.0
99.0,146.0,47.0
99.0,120.0,21.0
102.0,142.0,40.0
100.0,147.0,47.0
109.0,120.0,11.0
100.0,138.0,38.0
98.0,141.0,43.0
108.0,151.0,43.0
111.0,121.0,10.0
83.0,123.0,40.0
100.0,145.0,45.0
119.0,115.0,4.0
104.0,148.0,44.0
112.0,128.0,16.0
100.0,106.0,6.0
92.0,148.0,56.0
113.0,134.0,21.0
94.0,153.0,59.0
116.0,122.0,6.0
112.0,148.0,36.0
103.0,144.0,41.0
93.0,135.0,42.0
100.0,108.0,8.0
103.0,132.0,29.0
82.0,143.0,61.0
102.0,139.0,37.0
112.0,139.0,27.0
104.0,124.0,20.0
99.0,150.0,51.0
98.0,127.0,29.0
103.0,134.0,31.0
116.0,143.0,27.0
98.0,143.0,45.0
123.0,144.0,21.0
107.0,134.0,27.0
90.0,148.0,58.0
83.0,139.0,56.0
121.0,133.0,12.0
101.0,135.0,34.0
113.0,139.0,26.0
103.0,114.0,11.0
112.0,140.0,28.0
98.0,149.0,51.0
98.0,137.0,39.0
111.0,136.0,25.0
93.0,121.0,28.0
105.0,117.0,12.0
95.0,135.0,40.0
100.0,111.0,11.0
104.0,136.0,32.0
108.0,112.0,4.0
101.0,135.0,34.0
100.0,145.0,45.0
91.0,135.0,44.0
98.0,134.0,36.0
107.0,114.0,7.0
112.0,132.0,20.0
125.0,146.0,21.0
104.0,124.0,20.0
100.0,136.0,36.0
94.0,162.0,68.0
98.0,143.0,45.0
103.0,109.0,6.0
89.0,145.0,56.0
78.0,132.0,54.0
106.0,139.0,33.0
111.0,131.0,20.0
108.0,125.0,17.0
80.0,124.0,44.0
90.0,148.0,58.0
99.0,134.0,35.0
109.0,135.0,26.0
100.0,137.0,37.0
103.0,113.0,10.0
83.0,123.0,40.0
109.0,133.0,24.0
93.0,129.0,36.0
94.0,119.0,25.0
108.0,125.0,17.0
97.0,115.0,18.0
102.0,109.0,7.0
104.0,119.0,15.0
99.0,106.0,7.0
109.0,124.0,15.0
81.0,129.0,48.0
96.0,122.0,26.0
109.0,143.0,34.0
84.0,151.0,67.0
92.0,136.0,44.0
103.0,130.0,27.0
104.0,139.0,35.0
95.0,110.0,15.0
105.0,144.0,39.0
107.0,136.0,29.0
108.0,128.0,20.0
96.0,115.0,19.0
78.0,123.0,45.0
95.0,136.0,41.0
97.0,135.0,38.0
87.0,127.0,40.0
107.0,109.0,2.0
112.0,127.0,15.0
79.0,135.0,56.0
101.0,143.0,42.0
99.0,131.0,32.0
94.0,146.0,52.0
98.0,141.0,43.0
98.0,134.0,36.0
95.0,118.0,23.0
99.0,144.0,45.0
102.0,127.0,25.0
94.0,127.0,33.0
106.0,141.0,35.0
100.0,140.0,40.0
113.0,113.0,0.0
88.0,153.0,65.0
102.0,141.0,39.0
121.0,125.0,4.0
95.0,132.0,37.0
107.0,128.0,21.0
100.0,132.0,32.0
104.0,133.0,29.0
85.0,142.0,57.0
92.0,107.0,15.0
104.0,134.0,30.0
80.0,144.0,64.0
92.0,140.0,48.0
109.0,117.0,8.0
85.0,129.0,44.0
99.0,151.0,52.0
95.0,122.0,27.0
95.0,128.0,33.0
95.0,128.0,33.0
99.0,128.0,29.0
103.0,125.0,22.0
102.0,125.0,23.0
95.0,148.0,53.0
116.0,140.0,24.0
94.0,133.0,39.0
78.0,135.0,57.0
112.0,142.0,30.0
88.0,113.0,25.0
102.0,129.0,27.0
97.0,155.0,58.0
112.0,132.0,20.0
97.0,136.0,39.0
98.0,137.0,39.0
124.0,153.0,29.0
107.0,138.0,31.0
112.0,153.0,41.0
90.0,130.0,40.0
111.0,123.0,12.0
103.0,141.0,38.0
118.0,134.0,16.0
97.0,157.0,60.0
105.0,149.0,44.0
108.0,137.0,29.0
117.0,157.0,40.0
120.0,165.0,45.0
106.0,150.0,44.0
109.0,150.0,41.0
122.0,133.0,11.0
125.0,129.0,4.0
114.0,145.0,31.0
120.0,130.0,10.0
119.0,158.0,39.0
133.0,169.0,36.0
139.0,158.0,19.0
118.0,166.0,48.0
168.0,177.0,9.0
156.0,135.0,21.0
162.0,207.0,45.0
171.0,192.0,21.0
180.0,191.0,11.0
184.0,200.0,16.0
194.0,228.0,34.0
193.0,249.0,56.0
262.0,301.0,39.0
239.0,289.0,50.0
274.0,300.0,26.0
267.0,301.0,34.0
299.0,332.0,33.0
306.0,372.0,66.0
292.0,399.0,107.0
366.0,424.0,58.0
376.0,455.0,79.0
381.0,482.0,101.0
377.0,519.0,142.0
414.0,516.0,102.0
403.0,553.0,150.0
435.0,544.0,109.0
444.0,578.0,134.0
492.0,560.0,68.0
458.0,563.0,105.0
446.0,606.0,160.0
490.0,661.0,171.0
463.0,641.0,178.0
476.0,647.0,171.0
471.0,707.0,236.0
509.0,660.0,151.0
510.0,692.0,182.0
525.0,689.0,164.0
513.0,707.0,194.0
541.0,756.0,215.0
537.0,705.0,168.0
527.0,745.0,218.0
542.0,714.0,172.0
577.0,746.0,169.0
558.0,715.0,157.0
576.0,734.0,158.0
527.0,690.0,163.0
520.0,705.0,185.0
517.0,767.0,250.0
522.0,700.0,178.0
566.0,703.0,137.0
556.0,664.0,108.0
519.0,704.0,185.0
536.0,704.0,168.0
519.0,727.0,208.0
544.0,742.0,198.0
520.0,658.0,138.0
533.0,699.0,166.0
516.0,636.0,120.0
497.0,653.0,156.0
462.0,650.0,188.0
490.0,642.0,152.0
452.0,636.0,184.0
465.0,616.0,151.0
447.0,612.0,165.0
486.0,540.0,54.0
416.0,538.0,122.0
393.0,525.0,132.0
393.0,603.0,210.0
366.0,484.0,118.0
371.0,457.0,86.0
349.0,375.0,26.0
331.0,382.0,51.0
294.0,368.0,74.0
252.0,320.0,68.0
287.0,322.0,35.0
245.0,304.0,59.0
250.0,247.0,3.0
220.0,262.0,42.0
195.0,241.0,46.0
201.0,233.0,32.0
187.0,211.0,24.0
159.0,189.0,30.0
152.0,193.0,41.0
138.0,164.0,26.0
150.0,182.0,32.0
135.0,177.0,42.0
114.0,164.0,50.0
121.0,178.0,57.0
138.0,148.0,10.0
126.0,151.0,25.0
113.0,147.0,34.0
131.0,144.0,13.0
140.0,141.0,1.0
95.0,142.0,47.0
98.0,131.0,33.0
118.0,130.0,12.0
90.0,147.0,57.0
107.0,150.0,43.0
105.0,139.0,34.0
108.0,142.0,34.0
122.0,128.0,6.0
110.0,134.0,24.0
102.0,134.0,32.0
115.0,122.0,7.0
108.0,148.0,40.0
112.0,133.0,21.0
110.0,139.0,29.0
106.0,141.0,35.0
102.0,145.0,43.0
102.0,133.0,31.0
97.0,106.0,9.0
115.0,131.0,16.0
88.0,125.0,37.0
100.0,121.0,21.0
104.0,124.0,20.0
119.0,128.0,9.0
109.0,134.0,25.0
114.0,128.0,14.0
117.0,135.0,18.0
107.0,113.0,6.0
102.0,116.0,14.0
128.0,144.0,16.0
108.0,128.0,20.0
94.0,141.0,47.0
100.0,129.0,29.0
118.0,122.0,4.0
89.0,131.0,42.0
124.0,116.0,8.0
81.0,110.0,29.0
97.0,126.0,29.0
81.0,135.0,54.0
95.0,108.0,13.0
104.0,131.0,27.0
85.0,143.0,58.0
101.0,129.0,28.0
109.0,118.0,9.0
66.0,130.0,64.0
114.0,131.0,17.0
96.0,126.0,30.0
103.0,139.0,36.0
112.0,143.0,31.0
88.0,128.0,40.0
84.0,161.0,77.0
101.0,125.0,24.0
105.0,105.0,0.0
85.0,120.0,35.0
101.0,119.0,18.0
100.0,135.0,35.0
101.0,128.0,27.0
105.0,144.0,39.0
88.0,144.0,56.0
85.0,134.0,49.0
112.0,132.0,20.0
112.0,143.0,31.0
98.0,142.0,44.0
105.0,135.0,30.0
97.0,156.0,59.0
111.0,134.0,23.0
109.0,134.0,25.0
79.0,140.0,61.0
97.0,122.0,25.0
120.0,143.0,23.0
79.0,129.0,50.0
89.0,133.0,44.0
95.0,137.0,42.0
99.0,128.0,29.0
86.0,147.0,61.0
103.0,116.0,13.0
90.0,137.0,47.0
107.0,115.0,8.0
98.0,127.0,29.0
99.0,118.0,19.0
96.0,123.0,27.0
99.0,125.0,26.0
104.0,149.0,45.0
110.0,116.0,6.0
100.0,132.0,32.0
93.0,107.0,14.0
94.0,133.0,39.0
88.0,131.0,43.0
106.0,142.0,36.0
94.0,133.0,39.0
98.0,137.0,39.0
94.0,104.0,10.0
98.0,133.0,35.0
106.0,150.0,44.0
103.0,145.0,42.0
101.0,116.0,15.0
108.0,144.0,36.0
96.0,145.0,49.0
102.0,114.0,12.0
93.0,117.0,24.0
97.0,122.0,25.0
88.0,112.0,24.0
92.0,138.0,46.0
87.0,132.0,45.0
111.0,130.0,19.0
102.0,129.0,27.0
102.0,120.0,18.0
86.0,125.0,39.0
103.0,118.0,15.0
106.0,148.0,42.0
113.0,142.0,29.0
91.0,116.0,25.0
95.0,143.0,48.0
104.0,128.0,24.0
97.0,127.0,30.0
93.0,122.0,29.0
105.0,135.0,30.0
109.0,114.0,5.0
86.0,127.0,41.0
98.0,122.0,24.0
90.0,124.0,34.0
91.0,140.0,49.0
105.0,129.0,24.0
99.0,130.0,31.0
83.0,147.0,64.0
98.0,138.0,40.0
86.0,123.0,37.0
114.0,142.0,28.0
100.0,122.0,22.0
84.0,137.0,53.0
103.0,150.0,47.0
99.0,133.0,34.0
119.0,119.0,0.0
90.0,145.0,55.0
83.0,145.0,62.0
77.0,133.0,56.0
105.0,154.0,49.0
101.0,110.0,9.0
110.0,144.0,34.0
99.0,131.0,32.0
93.0,130.0,37.0
80.0,152.0,72.0
104.0,154.0,50.0
102.0,125.0,23.0
112.0,145.0,33.0
105.0,123.0,18.0
107.0,134.0,27.0
92.0,156.0,64.0
93.0,133.0,40.0
98.0,133.0,35.0
98.0,131.0,33.0
108.0,135.0,27.0
88.0,152.0,64.0
93.0,116.0,23.0
105.0,129.0,24.0
119.0,141.0,22.0
84.0,148.0,64.0
109.0,128.0,19.0
96.0,129.0,33.0
98.0,123.0,25.0
97.0,119.0,22.0
88.0,136.0,48.0
97.0,136.0,39.0
101.0,137.0,36.0
107.0,154.0,47.0
93.0,138.0,45.0
87.0,148.0,61.0
112.0,119.0,7.0
93.0,122.0,29.0
100.0,143.0,43.0
104.0,144.0,40.0
103.0,141.0,38.0
95.0,126.0,31.0
95.0,120.0,25.0
89.0,137.0,48.0
96.0,138.0,42.0
110.0,139.0,29.0
99.0,110.0,11.0
82.0,143.0,61.0
95.0,137.0,42.0
103.0,140.0,37.0
103.0,138.0,35.0
116.0,130.0,14.0
93.0,131.0,38.0
96.0,141.0,45.0
89.0,121.0,32.0
108.0,162.0,54.0
106.0,124.0,18.0
101.0,105.0,4.0
118.0,130.0,12.0
94.0,137.0,43.0
90.0,116.0,26.0
98.0,126.0,28.0
111.0,145.0,34.0
95.0,127.0,32.0
106.0,116.0,10.0
94.0,136.0,42.0
117.0,136.0,19.0
82.0,133.0,51.0
109.0,130.0,21.0
79.0,137.0,58.0
110.0,139.0,29.0
95.0,149.0,54.0
99.0,129.0,30.0
80.0,148.0,68.0
107.0,127.0,20.0
109.0,130.0,21.0
90.0,134.0,44.0
86.0,142.0,56.0
